Time,Velx1,Vely1,Velx2,Vely2,Velx3,Vely3
22.79999,0.06578192,0.6954265,0.06181188,0.6860285,0.07094381,0.694486
22.89737,0.06607068,0.6974881,0.06203912,0.6884406,0.07126892,0.6961591
22.99854,0.06629821,0.6996079,0.06223544,0.690961,0.07148893,0.6977919
23.09973,0.06646428,0.7016601,0.0623874,0.6934213,0.07162228,0.6993506
23.19715,0.06656109,0.7037234,0.06250149,0.6959192,0.07164326,0.7008652
23.29832,0.0666184,0.7057496,0.06261091,0.6984099,0.07157806,0.7022832
23.39946,0.06664066,0.7078017,0.06270837,0.7009401,0.07145661,0.7036677
23.49682,0.06663403,0.7097778,0.06277985,0.7034097,0.0712895,0.7049832
23.59803,0.06660856,0.7117707,0.06284308,0.7058928,0.07109467,0.7062869
23.69917,0.066565,0.7138455,0.06288461,0.7084422,0.07090149,0.7076777
23.79658,0.06649923,0.7158559,0.06289536,0.7109405,0.07069401,0.7089661
23.89774,0.06641803,0.7179303,0.06288177,0.7134929,0.07048451,0.7103605
23.99887,0.06632055,0.7200068,0.06285612,0.7160244,0.07027205,0.7117662
24.09627,0.06620678,0.7221014,0.06281547,0.7185702,0.0700516,0.7131612
24.1974,0.06609084,0.7242377,0.06276182,0.7211651,0.06984573,0.7146259
24.29855,0.06597953,0.7263583,0.06271325,0.7237102,0.06963768,0.7161147
24.39966,0.06588838,0.7285704,0.06268291,0.7263301,0.06944005,0.717717
24.49706,0.06578874,0.7306553,0.06266429,0.7288143,0.06920091,0.7191958
24.59813,0.06571255,0.7327874,0.06267731,0.7313322,0.06894647,0.7207556
24.69923,0.06564286,0.7349695,0.06271616,0.7339001,0.06866831,0.7223397
24.79663,0.0655921,0.7370741,0.06278303,0.7363862,0.06838573,0.7238538
24.89771,0.06554535,0.7392152,0.06286691,0.7389025,0.06808083,0.725436
24.99887,0.06548977,0.7413448,0.06296575,0.7414058,0.06773036,0.7269979
25.09628,0.06542995,0.7434638,0.06305531,0.7438942,0.06737735,0.7285613
25.19746,0.06535721,0.7456306,0.06315177,0.7464487,0.06697546,0.7301214
25.29865,0.0652839,0.7477689,0.06324309,0.7489394,0.06657621,0.7317283
25.39983,0.06520317,0.7499366,0.06331838,0.751439,0.06619103,0.7333512
25.4972,0.06511518,0.7520444,0.06337778,0.7538762,0.06581717,0.7348846
25.59842,0.06501777,0.7542064,0.06341343,0.7563615,0.06545453,0.7365191
25.69954,0.06490951,0.7563456,0.0634284,0.7588038,0.06510381,0.7381635
25.797,0.06479691,0.7584137,0.06342446,0.7611517,0.06477382,0.7397636
25.89818,0.0646577,0.7606105,0.06339,0.7636427,0.06444513,0.7414714
25.99938,0.06449392,0.7627786,0.06333224,0.7661247,0.06409755,0.7431192
26.09676,0.06433014,0.7648302,0.0632538,0.76846,0.06378244,0.7447368
26.19788,0.06414252,0.7669568,0.06315117,0.7708751,0.06345775,0.7463965
26.29898,0.06392112,0.7691237,0.06301766,0.7733554,0.06310458,0.7480361
26.39631,0.063692,0.7711883,0.06286455,0.7757227,0.0627679,0.7495876
26.4974,0.06344273,0.7732997,0.06268571,0.778136,0.0624237,0.7511809
26.5985,0.06317809,0.7754048,0.06248483,0.7805451,0.06207137,0.7527183
26.69963,0.06290704,0.7775811,0.0622597,0.7830266,0.0617437,0.7543398
26.797,0.06264557,0.7796805,0.06204036,0.7854343,0.06143992,0.755866
26.89811,0.06236358,0.7818427,0.06179847,0.7879085,0.06113461,0.7574236
26.99924,0.06206247,0.7840111,0.06151684,0.7903686,0.06085482,0.7590355
27.09666,0.06176451,0.7861249,0.06121268,0.7927449,0.06062945,0.7606403
27.1978,0.06142959,0.7883476,0.06085776,0.7952557,0.06039498,0.7622958
27.29902,0.06109982,0.7905678,0.06048754,0.7977534,0.06019637,0.7639522
27.39645,0.06079099,0.7926917,0.06012075,0.8001221,0.06005452,0.7655911
27.49767,0.0604652,0.7948679,0.05971941,0.802544,0.05994417,0.7672903
